Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,模組,TNB,訂閱版本,Rollup,認領作者數量,create,note,產品
POS前台自動登出設定,https://www.cyberbiz.io/support/?p=4259,4259,常見問題,,"November 19, 2019 9:38 AM (GMT+8)",post,POS前台自動登出設定 (https://app.notion.com/p/POS-33424ee0f33c8019bb2bf7cca3664b33?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
信用卡機申請與安裝教學,https://www.cyberbiz.io/support/?p=4518,4518,POS>POS前台,,"November 6, 2019 9:06 AM (GMT+8)",post,有線刷卡機安裝教學 (https://app.notion.com/p/32e24ee0f33c801091b7f875cd24c31a?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS後台-出倉/進倉作業,https://www.cyberbiz.io/support/?p=4623,4623,POS>POS後台,,"November 14, 2019 6:07 AM (GMT+8)",post,"出倉單 (https://app.notion.com/p/33424ee0f33c802fa30bdd1fd96808db?pvs=21), 出倉完整流程 (https://app.notion.com/p/33d24ee0f33c80e69c15d45736f537a2?pvs=21), 進倉完整流程 (https://app.notion.com/p/33d24ee0f33c805a894eec464172be37?pvs=21), 商品查詢 (https://app.notion.com/p/33e24ee0f33c80beb6d5d3d8bdc88b3d?pvs=21), 進倉單 (https://app.notion.com/p/34b24ee0f33c8083a9d3e238f7ade4a9?pvs=21)",,"branch,branch,branch,branch,branch",,"Ann Chen,Ann Chen,Ann Chen,Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"POS,POS,POS,POS,POS"
POS進倉單教學-手動新增進倉單,https://www.cyberbiz.io/support/?p=4750,4750,POS>POS後台,,"November 18, 2019 3:11 AM (GMT+8)",post,進倉單 (https://app.notion.com/p/34b24ee0f33c8083a9d3e238f7ade4a9?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS進倉單教學-匯入新增進倉單,https://www.cyberbiz.io/support/?p=4781,4781,POS>POS後台,,"November 18, 2019 7:56 AM (GMT+8)",post,進倉單 (https://app.notion.com/p/34b24ee0f33c8083a9d3e238f7ade4a9?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS進倉單教學-查看進倉單列表,https://www.cyberbiz.io/support/?p=4799,4799,POS>POS後台,,"November 18, 2019 8:51 AM (GMT+8)",post,進倉單 (https://app.notion.com/p/34b24ee0f33c8083a9d3e238f7ade4a9?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS進倉單教學(後台),https://www.cyberbiz.io/support/?p=4814,4814,POS>POS後台,,"November 18, 2019 9:40 AM (GMT+8)",post,進倉單 (https://app.notion.com/p/34b24ee0f33c8083a9d3e238f7ade4a9?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS後台-調倉作業,https://www.cyberbiz.io/support/?p=4825,4825,POS>POS後台,,"November 19, 2019 2:26 AM (GMT+8)",post,"調倉單 (https://app.notion.com/p/33424ee0f33c80258b81c4479360b8cd?pvs=21), 調倉完整流程 (https://app.notion.com/p/33d24ee0f33c80e8a3aaed2d9d265dce?pvs=21)",,"branch,branch",,"Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"POS,POS"
POS後台-盤點作業,https://www.cyberbiz.io/support/?p=4911,4911,POS>POS後台,,"November 19, 2019 7:55 AM (GMT+8)",post,庫存調整 (https://app.notion.com/p/33424ee0f33c802cbe34d9e64a9a6937?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
建置前準備（軟硬體規劃、基礎概念）,https://www.cyberbiz.io/support/?p=5012,5012,"POS>POS後台,POS>POS前台",,"November 21, 2019 2:58 AM (GMT+8)",post,POS開始使用 (https://app.notion.com/p/POS-32e24ee0f33c80d0a448ea33fe2ed82c?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
發票相關常見問題,https://www.cyberbiz.io/support/?p=5064,5064,POS>POS前台,,"November 21, 2019 7:42 AM (GMT+8)",post,Posiflex發票機安裝教學 (https://app.notion.com/p/Posiflex-32e24ee0f33c80948ea7cecf2132baed?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
盟立電子發票申請流程,https://www.cyberbiz.io/support/?p=5189,5189,"POS>POS後台,POS>POS前台",,"August 18, 2021 3:20 AM (GMT+8)",post,盟立發票 (https://app.notion.com/p/34224ee0f33c80839de7c09850cc188a?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS基本設定,https://www.cyberbiz.io/support/?p=5231,5231,POS>POS後台,,"November 29, 2019 7:04 AM (GMT+8)",post,"安全性設定 (https://app.notion.com/p/34224ee0f33c80fa816fdaa9e632d379?pvs=21), 庫存不足提醒 (https://app.notion.com/p/34824ee0f33c8022a0b7fbb32d2220fa?pvs=21), 列印發票明細 (https://app.notion.com/p/34824ee0f33c808fb69fcbecc6d32cbc?pvs=21)",,"branch,branch,branch",,"Ann Chen,Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"POS,POS,POS"
POS 設定客顯畫面,https://www.cyberbiz.io/support/?p=5578,5578,POS>POS前台,,"January 31, 2020 9:10 AM (GMT+8)",post,客顯螢幕安裝教學 (https://app.notion.com/p/32e24ee0f33c80e584a1ce71ea4a0984?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
行銷活動 : 互動遊戲,https://www.cyberbiz.io/support/?p=6429,6429,"TW台灣站,行銷活動>抽獎遊戲","優惠券,品牌認知,紅利,輪盤遊戲","October 26, 2022 6:00 AM (GMT+8)",post,互動遊戲(EC) (https://app.notion.com/p/EC-25a24ee0f33c806bb5dfce647b69bb86?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
POS客顯互動遊戲,https://www.cyberbiz.io/support/?p=7666,7666,"POS>POS後台,常見問題",,"May 26, 2020 9:59 AM (GMT+8)",post,互動遊戲(POS) (https://app.notion.com/p/POS-32e24ee0f33c80c8b134fce5db349d3a?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS振興券付款方式設定與對帳,https://www.cyberbiz.io/support/?p=7844,7844,"POS>POS後台,常見問題",,"June 18, 2020 2:45 AM (GMT+8)",post,多付款方式 (https://app.notion.com/p/33c24ee0f33c80dcb6d3c1e8d3527104?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
Cyberbiz POS系統需求,https://www.cyberbiz.io/support/?p=9439,9439,常見問題,,"September 22, 2020 7:31 AM (GMT+8)",post,Cyberbiz POS系統需求 (https://app.notion.com/p/Cyberbiz-POS-34b24ee0f33c8013ae4ff57ac79d5b3a?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
CYBERBIZ POS 驅動程式,https://www.cyberbiz.io/support/?p=9556,9556,"POS>POS後台>權限設定,常見問題",,"September 25, 2020 8:47 AM (GMT+8)",post,CYBERBIZ POS 驅動程式 (https://app.notion.com/p/CYBERBIZ-POS-32e24ee0f33c802d9c09d6057f7b6cc6?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
商品標籤列印教學,https://www.cyberbiz.io/support/?p=9723,9723,POS>POS後台,,"October 5, 2020 6:50 AM (GMT+8)",post,"標籤印表機安裝教學 (https://app.notion.com/p/32e24ee0f33c800f91b1c45b469326f7?pvs=21), 列印商品標籤 (https://app.notion.com/p/32e24ee0f33c80f8b97ff4dd58e50d26?pvs=21)",,"branch,branch",,"Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"POS,POS"
多國語系-互動遊戲,https://www.cyberbiz.io/support/?p=9803,9803,"行銷活動>行銷工具,跨境電商>多國語系",,"October 6, 2020 8:50 AM (GMT+8)",post,互動遊戲(EC) (https://app.notion.com/p/EC-25a24ee0f33c806bb5dfce647b69bb86?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
POS門市取貨,https://www.cyberbiz.io/support/?p=10418,10418,常見問題,,"December 14, 2020 10:25 AM (GMT+8)",post,門市取貨訂單出貨 (https://app.notion.com/p/34224ee0f33c80e5ba05f07064607f90?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
建立POS門市取貨資訊,https://www.cyberbiz.io/support/?p=10454,10454,常見問題,,"December 14, 2020 10:51 AM (GMT+8)",post,建立門市 (https://app.notion.com/p/34b24ee0f33c80519dcfe3daf0892058?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
POS機操作到店與取貨,https://www.cyberbiz.io/support/?p=10488,10488,常見問題,,"December 15, 2020 9:29 AM (GMT+8)",post,"門市取貨訂單出貨 (https://app.notion.com/p/34224ee0f33c80e5ba05f07064607f90?pvs=21), 門市取貨訂單(入庫/取貨) (https://app.notion.com/p/34f24ee0f33c801d93f0ca660f47c2c2?pvs=21)",,"branch,branch",,"Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"EC,POS,POS"
門市取貨店員分潤,https://www.cyberbiz.io/support/?p=10507,10507,常見問題,,"December 17, 2020 3:26 AM (GMT+8)",post,POS 門市取貨店員分潤 (https://app.notion.com/p/POS-34b24ee0f33c80d185e7fd37f9a832ad?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS門市取貨：出貨流程,https://www.cyberbiz.io/support/?p=10522,10522,常見問題,,"December 17, 2020 4:48 AM (GMT+8)",post,門市取貨訂單出貨 (https://app.notion.com/p/34224ee0f33c80e5ba05f07064607f90?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
