Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,Rollup,TNB,create,note,模組,產品,訂閱版本,認領作者數量
LINE OA 分眾訊息推播,https://www.cyberbiz.io/support/?p=25964,25964,"TW台灣站,第三方整合>LINE相關設定","LINE,LINEOA,LINE推播,LINE行銷","December 15, 2022 5:53 AM (GMT+8)",post,設定與發送 LINE OA 分眾訊息推播 (https://app.notion.com/p/LINE-OA-31e24ee0f33c80a889d3de3f2c15b045?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
FACEBOOK 快速登入異常 解決辦法,https://www.cyberbiz.io/support/?p=26854,26854,"第三方整合>Facebook相關設定,常見問題",,"January 28, 2022 4:08 AM (GMT+8)",post,設定 Facebook 快速登入 (https://app.notion.com/p/Facebook-33424ee0f33c80e19bade90d6351f6b9?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE OA 受眾串接,https://www.cyberbiz.io/support/?p=28387,28387,第三方整合>LINE相關設定,"LINE OA,LINE推播,行銷","March 22, 2022 2:30 AM (GMT+8)",post,設定 LINE OA 受眾串接 (https://app.notion.com/p/LINE-OA-31b24ee0f33c80f2ae6fc5ba909a78d0?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
系統串接後，不欲顯示商品於FB、IG商店,https://www.cyberbiz.io/support/?p=28419,28419,第三方整合>Facebook相關設定,,"March 9, 2022 4:14 AM (GMT+8)",post,排除商品不同步至 Facebook 與 Instagram 商店 (https://app.notion.com/p/Facebook-Instagram-34224ee0f33c80cbb6a1fc0e39be3f8a?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
開啟 Google Analytics 站內搜尋功能,https://www.cyberbiz.io/support/?p=28483,28483,第三方整合>Google相關設定,,"March 9, 2022 11:16 AM (GMT+8)",post,設定 GA4 站內搜尋追蹤 (https://app.notion.com/p/GA4-32d24ee0f33c80a8aa02ec831a57a022?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE Tag 設定,https://www.cyberbiz.io/support/?p=28602,28602,"行銷活動>行銷工具,第三方整合>LINE相關設定","LINE OA,LINE推播,LINE行銷","March 22, 2022 2:30 AM (GMT+8)",post,設定與管理 LINE Tag (https://app.notion.com/p/LINE-Tag-31f24ee0f33c8079a791df05455f3976?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4",EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE 團購設定(機器人+團購商品+團購群組),https://www.cyberbiz.io/support/?p=29174,29174,第三方整合>LINE相關設定,LINE團購,"April 1, 2022 9:15 AM (GMT+8)",post,LINE 購物功能總覽 (https://app.notion.com/p/LINE-32124ee0f33c80668160cd7928d842d4?pvs=21),Jase,branch,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
LINE 團購 - 消費者如何操作LINE團購,https://www.cyberbiz.io/support/?p=29461,29461,第三方整合>LINE相關設定,"LINE團購,行銷","April 27, 2022 1:30 AM (GMT+8)",post,使用 LINE 團購進行購物 (https://app.notion.com/p/LINE-32124ee0f33c80b3bd4cfa1ed3e2938c?pvs=21),Jase,branch,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
Google 快速登入教學,https://www.cyberbiz.io/support/?p=30252,30252,第三方整合>Google相關設定,,"May 13, 2022 9:30 AM (GMT+8)",post,設定 Google 快速登入 (https://app.notion.com/p/Google-32624ee0f33c8032b06dcdd8610da176?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
於訂單成立頁和付款完成頁新增加入 LINE 好友連結,https://www.cyberbiz.io/support/?p=30333,30333,"第三方整合>LINE相關設定,網站設定>前台介面,網站設定>語法教學,常見問題","LINE推播,一般版型,付款完成頁,拖拉版型,訂單成立頁","May 13, 2022 9:30 AM (GMT+8)",post,"設定訂單成立頁與付款完成頁顯示 LINE 加入好友連結
 (https://app.notion.com/p/LINE-31124ee0f33c808c8418c00b64de15aa?pvs=21)",Jase,branch,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE直播申請開通流程與設定,https://www.cyberbiz.io/support/?p=32529,32529,"TW台灣站,第三方整合>LINE相關設定","LINE推播,LINE直播","August 18, 2022 6:39 AM (GMT+8)",post,申請與設定 LINE 直播功能 (https://app.notion.com/p/LINE-32224ee0f33c80a48f7cca096e9a0d40?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4",EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE OA 官方帳號 綁定 官網會員,https://www.cyberbiz.io/support/?p=32679,32679,"TW台灣站,第三方整合>LINE相關設定","LINE OA,LINE推播","August 19, 2022 3:40 AM (GMT+8)",post,綁定 LINE 官方帳號與官網會員 (https://app.notion.com/p/LINE-30624ee0f33c8052b138efa3205dc666?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
自動化廣告系統,https://www.cyberbiz.io/support/?p=34930,34930,"第三方整合>Google相關設定,TW台灣站","GMC,GOOGLE,Google ADS,Google Merchant Center,廣告推播","December 14, 2022 8:07 AM (GMT+8)",post,自動化廣告系統(Google 購物廣告) (https://app.notion.com/p/Google-26a24ee0f33c80a7a950f0e0254c4cb7?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,"https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4, https://app.notion.com/33d24ee0f33c80c387f0d917f6b83cb8",EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE 快速登入進階設定 : 取得會員手機號碼,https://www.cyberbiz.io/support/?p=35740,35740,"TW台灣站,第三方整合>LINE相關設定","LINE,LINE登入","January 3, 2023 3:32 AM (GMT+8)",post,設定 LINE 快速登入時取得會員手機號碼 (https://app.notion.com/p/LINE-30924ee0f33c8087a27dd5845d7e47eb?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE購物申請開通流程與設定,https://www.cyberbiz.io/support/?p=36752,36752,常見問題,,"February 18, 2023 4:23 AM (GMT+8)",post,申請與設定 LINE 購物導購 (https://app.notion.com/p/LINE-32224ee0f33c80258681f4683c89a824?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Google Analytics 進階資料分析設定,https://www.cyberbiz.io/support/?p=36980,36980,"第三方整合>Google相關設定,TW台灣站","GA,GA4,Google信號,第三方,資料設定","March 7, 2023 5:49 AM (GMT+8)",post,設定 Google Analytics 進階追蹤與資料分析 (https://app.notion.com/p/Google-Analytics-32924ee0f33c8075a501d898246c911c?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE OA 增加好友工具應用(拖拉版型),https://www.cyberbiz.io/support/?p=38439,38439,"TW台灣站,第三方整合>LINE相關設定","LINE,LINEOA","July 19, 2023 1:49 AM (GMT+8)",post,在官網新增 LINE 加入好友入口 (https://app.notion.com/p/LINE-30f24ee0f33c80a38b61ed34b237c740?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
在 Google Ads 設定強化轉換,https://www.cyberbiz.io/support/?p=39654,39654,"第三方整合>Google相關設定,TW台灣站","GOOGLE,Google ADS,第三方","November 2, 2023 4:06 AM (GMT+8)",post,設定 Google Ads 強化轉換 (https://app.notion.com/p/Google-Ads-32e24ee0f33c801eb984c8ac190fb81a?pvs=21),Jase,branch,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
LINE LIFF：自動登入官網/加入LINE好友並綁定官網會員,https://www.cyberbiz.io/support/?p=41333,41333,第三方整合>LINE相關設定,LINE,"March 22, 2024 6:53 AM (GMT+8)",post,設定 LIFF 自動登入與會員綁定 (https://app.notion.com/p/LIFF-30924ee0f33c80cfbc1ed333e40b5879?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Meta 廣告 – 【特殊情境】廣告創建失敗,https://www.cyberbiz.io/support/?p=44556,44556,第三方整合>Facebook相關設定,,"October 18, 2024 1:47 AM (GMT+8)",post,手動分享資產權限給 CYBERBIZ (https://app.notion.com/p/CYBERBIZ-34924ee0f33c802294dacbcdfdb87df2?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Meta廣告 – 目錄商品組合,https://www.cyberbiz.io/support/?p=46480,46480,常見問題,,"December 2, 2024 1:18 AM (GMT+8)",post,設定 Meta 廣告的目錄商品組合 (https://app.notion.com/p/Meta-34824ee0f33c80c3a965e74e92c12280?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Meta ASC 廣告功能操作實戰與成效分享,https://www.cyberbiz.io/support/?p=46743,46743,"第三方整合>Facebook相關設定,常見問題",,"December 11, 2024 8:01 AM (GMT+8)",post,ASC 廣告投放策略與最佳實務 (https://app.notion.com/p/ASC-34f24ee0f33c80a38e87c8ad3fd300cd?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Meta廣告成效分析,https://www.cyberbiz.io/support/?p=48371,48371,第三方整合>Facebook相關設定,,"May 23, 2025 5:41 AM (GMT+8)",post,使用 Meta 廣告成效分析 (https://app.notion.com/p/Meta-34924ee0f33c80eb8f78caf651ccd4be?pvs=21),Jase,trunk,"December 31, 2025 12:22 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
Meta 廣告 – 【特殊情境】閒置帳號,https://www.cyberbiz.io/support/?p=52679,,,,,,Meta 廣告帳號閒置釋出機制與保留說明 (https://app.notion.com/p/Meta-34f24ee0f33c80cf8b91df64d462d56b?pvs=21),Jase,trunk,"April 27, 2026 2:18 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",1
LINE團購設定 – 機器人設定,https://www.cyberbiz.io/support/?p=29174&page=2,,,,,,設定 LINE 團購機器人 (https://app.notion.com/p/LINE-32024ee0f33c801e863ef5fe70fd1a05?pvs=21),Jase,branch,"June 26, 2026 5:53 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
LINE團購設定 – 團購商品設定,https://www.cyberbiz.io/support/?p=29174&page=3,,,,,,設定 LINE 團購商品 (https://app.notion.com/p/LINE-32124ee0f33c8090b9f3ebf243afe2d9?pvs=21),Jase,branch,"June 26, 2026 5:55 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
LINE團購設定 – 團購群組設定,https://www.cyberbiz.io/support/?p=29174&page=4,,,,,,設定 LINE 團購群組 (https://app.notion.com/p/LINE-32124ee0f33c803ba957d16ce28912ca?pvs=21),Jase,branch,"June 26, 2026 5:57 PM",,https://app.notion.com/24f24ee0f33c80dbbd46cfaace98bac4,EC,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,1
