Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,模組,TNB,訂閱版本,Rollup,認領作者數量,create,note,產品
超商：熱感列印託運單,https://www.cyberbiz.io/support/?p=39461,39461,"TW台灣站,訂單>出貨,常見問題","7-11,B2C,全家,物流","October 17, 2023 6:02 AM (GMT+8)",post,熱感列印超商托運單 (https://app.notion.com/p/2f824ee0f33c8043827fed99d4dd439a?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
第三方支付 : 人工退款,https://www.cyberbiz.io/support/?p=39872,39872,"TW台灣站,訂單>退貨退款,訂單>訂單狀態,網站設定>金物流設定","LINE Pay,Pay Pal,街口支付","November 23, 2023 7:16 AM (GMT+8)",post,第三方支付 : 人工退款 (https://app.notion.com/p/31324ee0f33c804183ace115aab8bdfa?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,EC
全家冷凍店到店取貨服務(C2C),https://www.cyberbiz.io/support/?p=40721,40721,"TW台灣站,網站設定>金物流設定","全家,冷凍,物流","January 23, 2024 9:13 AM (GMT+8)",post,操作全家冷凍店到店 C2C 出貨 (https://app.notion.com/p/C2C-2f824ee0f33c80b8ae10fb862718ef2b?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
訂單 : 再次購買,https://www.cyberbiz.io/support/?p=42098,42098,常見問題,,"May 23, 2024 8:47 AM (GMT+8)",post,如何使用再次購買功能 (https://app.notion.com/p/35824ee0f33c8094848be9e773be146f?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,Jase,1,"December 31, 2025 12:22 PM",,EC
宅配 : 部分出貨,https://www.cyberbiz.io/support/?p=43635,43635,"訂單>出貨,常見問題",,"June 25, 2024 9:13 AM (GMT+8)",post,設定訂單部分出貨 (https://app.notion.com/p/35e24ee0f33c80daa437cf5f80eb1066?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
超商 : 部分出貨,https://www.cyberbiz.io/support/?p=44069,44069,"TW台灣站,訂單>出貨",,"July 4, 2024 9:43 AM (GMT+8)",post,處理超商訂單部分出貨 (https://app.notion.com/p/36c24ee0f33c801a80c3d610d458de5c?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
新版訂單列表,https://www.cyberbiz.io/support/?p=45545,45545,訂單>訂單管理,,"October 15, 2024 7:36 AM (GMT+8)",post,訂單管理介面說明 (https://app.notion.com/p/30224ee0f33c8087a124e1d04b6792b5?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Jase,1,"December 31, 2025 12:22 PM",,EC
新竹物流：操作出貨,https://www.cyberbiz.io/support/?p=46278,46278,訂單>出貨,,"November 14, 2024 9:37 AM (GMT+8)",post,使用新竹物流出貨 (https://app.notion.com/p/36824ee0f33c8008a25be808d6f7a8b5?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
黑貓宅配/黑貓快速到店：呼叫司機,https://www.cyberbiz.io/support/?p=47125,47125,訂單>出貨,,"December 31, 2024 3:50 AM (GMT+8)",post,自動黑貓司機取件 (https://app.notion.com/p/35f24ee0f33c80e4bb22ee203b20ca4a?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
列印訂單明細時遮蓋會員個資,https://www.cyberbiz.io/support/?p=47677,47677,訂單>訂單管理,,"March 6, 2025 2:25 AM (GMT+8)",post,設定與列印訂單明細 (https://app.notion.com/p/35a24ee0f33c80b288e5ee85ca15db5b?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
已出貨狀態新增物流提示文字,https://www.cyberbiz.io/support/?p=48029,48029,"訂單>出貨,訂單>訂單管理,常見問題",,"March 31, 2025 7:08 AM (GMT+8)",post,出貨狀態物流提示文字說明 (https://app.notion.com/p/30324ee0f33c80338672d6d634fe24c0?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
編輯訂單,https://www.cyberbiz.io/support/?p=50824,50824,常見問題,,"September 19, 2025 3:09 AM (GMT+8)",post,編輯訂單內容 (https://app.notion.com/p/35124ee0f33c80da96c3de20be8e7231?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
編輯訂單,https://www.cyberbiz.io/support/?p=51419,51419,訂單>訂單管理,,"November 25, 2025 3:11 AM (GMT+8)",post,編輯訂單內容 (https://app.notion.com/p/35124ee0f33c80da96c3de20be8e7231?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
消費者如何使用超商條碼繳費 (即將上線),https://www.cyberbiz.io/support/?p=52159,52159,網站設定>金物流設定,,"December 24, 2025 5:59 AM (GMT+8)",post,使用超商條碼完成付款 (https://app.notion.com/p/35624ee0f33c80d090fcf6e36b186974?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
7-11 退貨便 C2C : 操作說明,https://www.cyberbiz.io/support/?p=52464,52464,金物流、訂單,,,post,使用 7-11 C2C 退貨便 (https://app.notion.com/p/7-11-C2C-36c24ee0f33c807bbeffd9774eeaa27b?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"May 26, 2026 11:57 AM",,EC
